ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
616,1945,Master,Single,87268.02,1,0,2014-11-02,91,490.89,32.8,498.96,96.06,21.97,295.37,3,9,2,9,20,0,0,0,0,1,1,0
617,1954,PhD,Married,119669.94,0,0,2014-11-18,65,599.79,83.39,414.21,116.07,116.39,262.07,11,5,7,8,16,1,0,1,1,0,0,0
618,1963,2n Cycle,Alone,67659.64,1,1,2016-12-15,323,1323.36,32.38,246.45,122.72,117.95,0.0,7,8,3,15,16,0,0,0,0,0,0,1
619,1993,Graduation,Married,79060.22,1,0,2017-06-01,339,2262.71,96.33,251.39,392.85,26.35,89.04,6,9,4,12,14,0,0,0,0,0,1,0
620,1965,Basic,YOLO,68983.87,1,0,2014-11-19,342,1837.57,119.62,231.98,134.72,38.32,211.53,2,9,3,16,14,0,0,0,0,0,0,0
621,1944,Graduation,Widow,48029.88,1,0,2019-03-06,122,287.69,60.98,391.88,74.84,43.66,165.34,2,4,5,13,18,0,1,0,0,0,0,0
622,1976,Master,Divorced,78268.87,2,1,2016-10-20,292,765.09,60.49,195.43,316.97,55.69,149.27,8,11,1,12,17,0,0,0,0,0,1,0
623,1979,PhD,Together,89924.7,2,0,2019-02-01,208,1420.48,51.76,209.19,153.47,82.07,382.16,2,5,4,18,12,1,0,0,0,0,1,0
624,1962,Graduation,Together,82235.48,2,1,2017-09-16,195,769.84,115.39,211.53,86.0,11.89,245.9,6,8,2,12,16,0,0,0,1,0,0,0
625,1943,Master,Together,133734.39,2,0,2017-04-22,182,1207.94,36.79,90.83,208.81,29.03,199.18,4,5,2,13,16,0,0,0,0,0,0,0
626,1949,Graduation,Married,59163.21,0,0,2017-02-11,91,1558.56,53.87,345.5,158.55,26.64,174.18,7,14,3,9,17,0,0,0,1,0,1,0
627,1942,Graduation,Single,84809.02,1,0,2018-12-13,149,498.0,27.91,259.2,47.57,39.56,267.33,5,11,2,14,25,0,1,0,0,0,0,0
628,1964,Graduation,Alone,57008.8,0,2,2019-06-26,233,2150.95,40.83,370.8,152.3,43.02,938.51,6,4,3,21,16,0,1,0,1,0,0,0
629,1991,Graduation,Widow,72875.26,1,1,2019-06-15,165,441.5,52.09,324.42,183.41,59.14,683.13,7,6,6,13,13,0,0,0,0,0,1,0
630,1945,Basic,Single,45941.61,2,2,2016-11-19,312,479.82,144.81,294.8,33.2,81.57,292.75,5,6,1,7,12,1,0,0,0,0,0,0
631,1972,Graduation,Divorced,79271.13,1,0,2012-02-28,207,835.15,79.34,259.89,75.03,103.94,564.22,6,12,1,10,13,0,0,0,0,0,0,0
632,1943,Graduation,Together,49945.15,0,2,2014-09-18,262,297.26,45.42,307.34,276.75,95.09,163.65,2,8,2,7,7,0,0,0,0,0,0,0
633,1946,Graduation,Married,50872.16,1,0,2014-03-19,301,1691.0,64.43,357.67,155.36,29.67,779.7,4,3,3,7,14,0,0,0,1,1,0,0
634,1941,Basic,Divorced,43947.26,1,0,2018-09-11,146,569.26,84.55,315.17,112.48,68.65,729.61,4,7,5,7,15,0,0,0,0,0,0,0
635,1991,Graduation,Widow,47185.04,2,0,2017-11-28,136,760.5,72.31,169.71,137.97,48.63,614.73,5,7,6,9,15,0,0,1,0,0,0,0
636,1952,Graduation,Married,61977.22,1,0,2018-08-11,76,2033.04,108.38,567.91,106.73,11.68,239.9,3,9,5,12,20,0,0,0,1,0,1,0
637,1944,PhD,Together,89498.03,1,1,2018-02-25,279,689.69,108.57,197.47,94.87,41.54,150.92,3,8,4,8,23,0,0,0,0,1,0,1
638,1940,Master,Alone,112883.82,0,0,2012-05-22,306,862.19,20.13,463.95,151.83,49.51,907.69,8,8,4,11,9,0,0,0,0,0,1,0
639,1986,Master,Widow,105180.74,1,0,2019-10-25,187,1959.53,66.53,423.39,108.07,60.09,831.93,7,11,4,10,19,0,0,1,0,0,0,0
640,1982,Master,Together,86880.35,0,0,2012-08-26,225,1261.59,130.0,291.97,241.26,106.25,124.08,6,7,4,8,16,0,1,0,0,0,0,0
641,1994,Graduation,Married,34118.3,0,1,2016-02-03,295,639.96,74.59,380.12,49.14,10.35,864.57,7,7,2,15,12,0,0,1,1,0,0,0
642,1995,Graduation,Single,52208.15,2,1,2018-08-24,353,1457.12,38.75,169.7,173.93,44.22,1093.91,5,5,4,11,12,0,0,0,0,0,1,0
643,1944,Graduation,Married,49664.33,0,0,2014-02-24,121,609.2,113.21,326.51,97.82,75.63,262.62,6,9,3,13,14,0,0,0,0,0,0,1
644,1961,PhD,Divorced,139780.25,1,0,2014-07-17,270,1401.91,112.17,266.75,207.37,50.11,178.44,5,6,0,9,13,0,0,0,0,0,0,0
645,1983,Graduation,Divorced,66739.27,0,0,2018-08-23,152,1733.22,94.87,266.42,105.19,76.53,254.61,5,5,6,7,11,0,0,0,0,0,0,0
646,1986,Graduation,Married,67477.45,1,0,2016-08-08,237,749.92,70.77,310.45,93.43,16.29,749.41,8,3,3,8,9,0,0,0,1,0,0,0
647,1997,Graduation,Divorced,57170.59,0,0,2014-11-16,233,384.46,76.01,237.02,185.9,17.18,413.48,5,3,3,9,16,0,0,0,0,0,0,0
648,1987,Graduation,Married,77220.69,0,0,2012-02-07,17,433.71,70.91,509.79,111.91,101.82,533.17,5,6,4,5,22,0,0,0,1,0,0,0
649,1949,Graduation,Married,80032.81,0,1,2013-08-21,178,721.07,102.28,224.81,62.67,45.3,211.33,3,15,1,20,9,0,0,0,0,1,0,0
650,1967,2n Cycle,Divorced,33762.81,2,0,2013-01-07,43,128.27,106.37,299.83,58.26,30.93,741.01,2,9,3,13,21,0,0,0,0,0,1,0
651,1965,Master,Together,127774.54,1,1,2019-03-01,159,1664.07,78.94,316.58,77.33,60.74,186.38,5,9,2,11,10,0,1,0,1,0,0,0
652,1961,Graduation,Together,76067.26,0,0,2019-11-25,18,1912.31,56.69,127.95,156.87,12.81,274.03,6,11,1,11,16,0,0,1,0,0,0,0
653,1987,Master,Single,89759.62,1,0,2013-05-04,185,1030.76,36.83,400.49,314.52,28.97,0.0,8,11,4,15,14,0,0,0,1,0,0,0
654,1971,Graduation,Single,90855.38,0,0,2012-05-21,57,746.72,44.48,321.41,108.32,60.74,87.2,4,8,1,13,15,0,0,0,0,0,0,0
655,1995,Master,Married,58090.75,2,2,2015-07-07,336,1048.45,125.44,172.42,100.18,69.2,114.29,2,11,3,12,19,0,0,0,0,0,0,0
656,1942,Graduation,Married,51836.13,1,2,2018-04-20,185,1191.0,55.62,705.06,117.27,49.5,536.45,3,6,5,10,21,0,1,0,1,0,0,0
657,1977,Graduation,YOLO,51750.83,0,0,2015-09-26,161,1454.24,53.29,319.75,70.79,42.41,87.49,4,6,3,9,15,0,0,0,0,0,1,0
658,1969,PhD,Single,124667.47,1,2,2018-06-24,252,1145.4,163.91,113.13,188.19,48.19,1029.0,2,10,5,11,10,0,1,0,0,0,0,0
659,1942,Graduation,Married,71104.34,2,0,2013-02-19,5,741.61,30.27,323.69,132.69,56.9,271.83,3,5,4,9,20,0,0,0,0,1,0,0
660,1973,Basic,Absurd,56594.76,1,0,2013-11-16,268,1477.89,81.88,446.47,121.55,42.0,227.16,6,9,7,14,12,0,0,0,1,0,0,0
661,1983,Graduation,Married,62544.57,0,2,2018-08-06,98,445.18,141.87,298.17,132.86,109.54,366.52,7,7,4,12,16,0,0,0,0,0,0,0
662,1966,PhD,Widow,127805.27,2,1,2016-11-22,186,350.58,56.55,158.4,276.16,58.01,997.57,5,9,3,7,16,0,0,0,0,0,0,0
663,1942,Graduation,Single,87952.81,1,1,2013-08-28,104,761.42,62.7,139.97,43.11,53.65,326.33,5,7,3,9,20,1,0,0,1,0,1,0
664,1970,PhD,Together,89907.36,1,0,2016-06-01,240,1419.08,132.29,330.19,212.37,28.01,724.71,3,10,3,14,13,1,0,0,0,0,0,0
665,1971,2n Cycle,Married,45509.47,1,0,2017-09-27,101,828.76,77.45,436.67,198.35,44.04,196.81,6,9,3,13,16,0,0,0,0,0,0,0
666,1965,Graduation,Single,93515.84,1,1,2018-04-25,81,268.53,77.02,408.17,0.0,104.24,303.03,3,8,1,10,10,0,0,0,0,0,0,0
667,1980,Graduation,YOLO,72359.61,1,0,2017-11-06,146,1386.26,93.9,317.22,185.17,35.47,684.43,6,10,5,14,13,0,0,0,0,0,0,0
668,1969,Graduation,Single,56136.3,2,0,2012-02-01,30,316.94,51.56,195.59,100.55,27.11,257.84,4,10,3,10,15,0,0,0,0,0,0,0
669,1975,2n Cycle,Together,20341.89,1,2,2015-03-07,125,268.78,117.91,162.06,57.63,37.33,304.93,4,7,2,7,16,0,1,0,0,0,0,0
670,1981,Master,YOLO,104976.3,0,0,2018-11-13,159,998.42,27.84,226.47,76.66,74.18,599.9,4,6,3,16,15,0,0,0,0,0,0,0
671,1947,Master,Married,140071.75,0,1,2018-05-13,280,1991.11,39.99,388.24,188.24,56.83,359.53,5,7,1,8,18,0,0,0,0,0,0,0
672,1984,Master,Married,115588.53,2,0,2018-07-23,249,1219.0,55.53,179.38,260.02,51.03,496.56,3,12,0,15,15,0,0,0,0,0,0,0
673,1940,Basic,Married,68092.79,1,2,2013-09-06,168,852.44,86.02,269.32,158.19,26.15,0.0,5,8,3,15,9,0,0,0,0,1,0,0
674,1992,PhD,Divorced,116137.43,1,0,2013-05-20,188,1139.04,86.52,309.31,77.31,64.52,118.02,3,8,7,10,11,0,0,0,0,0,0,0
675,1972,Graduation,Absurd,95825.62,1,1,2019-10-13,155,2229.59,51.61,417.89,157.21,54.13,146.49,7,8,2,11,11,0,0,0,1,0,0,0
676,1973,Graduation,Together,49227.06,1,1,2018-07-17,353,821.24,180.14,396.01,91.72,61.01,319.93,2,10,7,14,14,0,1,1,0,0,0,0
677,1946,Graduation,Together,51003.52,1,0,2018-06-04,116,1120.0,158.46,359.5,20.15,11.54,351.79,3,5,3,20,13,0,0,0,0,0,0,0
678,1960,Graduation,Single,57612.23,0,0,2013-01-22,71,601.29,162.36,255.43,78.32,48.25,729.32,4,8,3,7,17,0,0,0,0,0,0,0
679,1996,Master,Divorced,91362.72,1,1,2014-05-14,3,430.5,28.94,343.99,36.52,47.99,390.21,3,5,5,9,16,0,0,0,0,0,0,0
680,1998,Master,Married,53935.24,1,1,2019-01-19,209,339.44,119.68,647.33,161.35,44.97,380.62,8,7,3,10,17,0,0,0,0,1,1,0
681,1970,Graduation,Married,71369.97,0,0,2016-07-17,188,2404.03,65.74,235.24,120.93,47.73,708.47,6,7,1,8,19,0,1,0,1,0,1,0
682,1957,Graduation,Together,62831.49,2,1,2017-08-28,297,752.53,59.15,264.12,142.11,26.63,56.27,3,9,3,6,16,0,0,1,0,1,0,1
683,1941,Graduation,YOLO,55412.78,1,0,2019-12-12,171,662.41,79.45,234.51,119.34,78.37,199.54,4,8,4,15,11,0,1,0,0,0,0,0
684,1998,Graduation,Married,58105.36,0,0,2017-04-21,337,1581.11,114.78,258.41,148.08,22.25,1071.72,7,12,4,7,9,0,0,0,1,0,0,0
685,1979,Master,Married,114649.14,1,0,2015-04-23,146,954.16,26.16,177.89,106.26,83.32,504.09,4,12,3,6,21,0,0,0,1,0,0,0
686,1993,Graduation,Divorced,73052.93,0,2,2019-02-09,204,937.3,56.01,131.06,95.36,127.81,324.02,5,3,3,4,11,0,0,0,0,0,0,0
687,1947,Master,Alone,108269.8,0,0,2018-01-05,289,2134.6,36.85,247.14,202.08,45.96,349.52,5,16,0,10,8,0,0,0,0,0,1,0
688,1978,Master,Divorced,67641.54,1,2,2018-10-12,130,609.58,82.97,225.6,95.49,25.84,329.25,5,15,3,8,19,0,0,0,0,0,1,0
689,1955,Master,Single,80743.43,0,0,2016-08-15,254,660.34,74.28,196.63,81.3,60.33,327.05,2,7,3,9,9,1,0,0,0,0,1,0
690,1946,Graduation,Widow,94272.48,1,0,2012-06-12,230,1025.14,92.42,183.25,276.48,29.69,634.07,3,6,5,11,13,0,1,0,0,0,0,0
691,1969,Master,Divorced,99626.8,0,0,2013-02-21,17,2091.55,130.08,326.11,245.59,18.82,226.16,3,10,4,16,12,0,0,0,0,0,0,0
692,1951,Graduation,Absurd,93289.89,1,2,2015-01-09,153,2322.84,70.21,317.14,53.42,22.79,295.18,6,8,2,13,19,1,0,0,1,0,0,0
693,1999,Graduation,Married,57621.94,0,0,2012-06-18,313,721.5,101.05,231.85,122.08,22.2,373.58,10,11,2,13,10,0,0,1,0,0,0,0
694,1996,PhD,Married,90343.32,0,0,2015-12-22,36,338.12,10.18,232.53,148.01,20.6,372.18,8,12,1,9,18,0,1,1,1,0,0,0
695,1943,Graduation,Married,85999.9,0,0,2017-02-05,55,1653.4,60.14,385.53,61.26,29.27,336.63,3,11,2,10,15,0,0,0,0,0,0,0
696,1973,PhD,Single,80068.41,1,1,2016-05-09,72,2337.4,50.11,321.27,34.69,79.26,567.55,8,10,1,12,19,0,0,1,0,0,0,0
697,1998,Graduation,Divorced,57071.21,0,0,2016-10-28,82,832.82,158.07,201.64,22.29,37.73,283.75,8,12,3,11,12,1,0,0,0,0,0,0
698,1984,2n Cycle,Alone,49553.31,2,0,2014-05-21,11,340.18,80.08,157.53,54.05,47.33,401.1,4,3,5,11,7,0,0,0,1,0,1,0
699,1960,2n Cycle,Single,55739.83,0,0,2016-08-14,175,1880.31,60.07,168.02,117.63,16.61,129.63,4,10,5,13,17,0,0,0,0,0,0,0
700,1995,Master,Single,64302.52,1,2,2013-10-26,264,1616.06,86.28,181.8,127.55,41.99,510.93,5,13,2,11,10,0,0,0,0,0,0,0
701,1953,Graduation,Widow,81830.87,0,1,2016-12-24,31,383.12,103.58,271.12,122.95,107.49,98.3,6,11,3,19,15,1,0,0,0,1,0,0
702,1958,Basic,Married,61832.47,1,0,2015-03-15,23,563.05,57.99,397.64,142.68,33.15,328.37,5,10,3,7,6,0,0,0,0,0,0,0
703,1955,Graduation,Widow,86185.5,2,0,2013-03-05,41,2052.02,161.61,507.22,236.95,28.3,297.23,8,4,0,9,25,0,0,0,0,1,0,0
704,1941,2n Cycle,Widow,71849.41,0,1,2019-08-02,63,981.27,14.93,91.2,184.6,15.66,918.39,7,13,5,5,15,0,0,0,0,0,1,0
705,1955,Graduation,Single,76539.65,2,1,2018-01-05,160,684.43,62.78,155.97,131.6,41.36,486.81,5,7,5,12,21,0,0,0,0,0,0,0
706,1964,Master,Divorced,123999.96,0,0,2016-03-07,176,2174.94,92.55,541.2,43.87,63.03,275.43,5,8,2,10,10,0,0,0,0,0,0,0
707,1961,Graduation,Divorced,81104.4,2,1,2013-03-24,173,2285.22,88.87,502.83,130.84,106.26,339.02,2,9,3,21,12,0,0,0,0,1,0,0
708,1981,Master,Single,63422.6,1,0,2015-01-10,84,722.92,109.52,257.55,146.13,35.54,592.6,2,6,2,10,10,0,0,0,0,0,1,1
709,1997,PhD,YOLO,95392.56,2,1,2016-01-11,215,659.49,96.03,193.26,70.67,54.3,544.44,7,12,2,14,14,1,0,0,0,0,0,0
710,1994,Master,Single,85117.99,0,1,2015-12-13,325,205.79,39.29,432.61,156.99,60.8,685.87,5,13,9,11,15,0,0,0,0,0,0,0
711,1977,2n Cycle,Together,37335.97,1,0,2018-10-04,151,1291.58,81.61,296.01,207.89,36.18,389.0,4,11,3,11,21,0,0,0,0,0,0,0
712,1986,Basic,Divorced,56851.88,1,2,2013-01-23,222,587.54,96.21,457.42,0.0,26.31,591.24,5,2,2,18,23,0,0,0,0,0,0,0
713,1970,Basic,Widow,60664.1,1,1,2016-11-01,360,812.95,98.62,348.65,238.0,51.47,557.24,6,0,0,14,20,0,0,0,0,0,0,0
714,1966,Graduation,Divorced,51849.23,0,0,2016-08-09,80,1463.95,90.91,324.83,75.01,86.96,0.0,4,8,3,11,13,0,0,1,0,0,0,0
715,1994,Master,Single,84039.41,1,1,2016-05-17,272,1898.13,80.91,500.41,38.6,75.86,377.84,4,9,6,9,16,1,0,0,0,0,0,0
716,1949,Basic,Married,46186.89,1,2,2014-04-12,71,443.8,73.22,435.03,75.16,92.72,115.96,7,11,2,10,23,0,0,0,0,1,0,0
717,1984,2n Cycle,Married,38045.95,0,0,2014-08-22,343,178.39,79.31,376.25,215.24,33.53,413.13,2,13,1,9,6,0,0,0,1,0,0,0
718,1998,Graduation,Married,39774.06,0,0,2013-06-27,105,289.5,130.75,291.37,124.73,48.81,369.39,6,4,2,10,11,0,0,0,1,1,1,0
719,1979,Basic,Single,59536.33,0,0,2017-10-22,52,1738.25,101.37,159.96,114.99,72.64,233.79,7,3,6,5,14,0,0,0,0,0,0,0
720,1989,Master,Single,94485.57,1,0,2016-03-11,340,745.13,51.92,294.74,160.03,15.64,686.45,6,7,4,6,20,0,0,0,0,0,0,0
721,1998,Graduation,Absurd,36490.54,1,2,2014-01-15,253,622.9,79.02,269.18,145.59,19.27,459.75,4,7,2,7,13,0,1,0,0,0,0,0
722,1943,Basic,Together,55536.82,1,0,2016-02-28,76,1051.3,178.35,214.91,95.25,15.52,0.0,1,8,4,17,16,0,0,0,0,1,0,0
723,1977,Graduation,Together,59385.03,1,0,2013-04-01,307,1331.33,94.15,364.97,157.44,55.52,147.94,10,8,1,12,20,0,0,0,1,0,0,0
724,1975,Graduation,Together,70712.52,0,0,2015-07-08,44,1516.16,117.4,233.53,36.03,71.31,61.59,3,9,2,10,10,0,0,0,0,0,0,1
725,1994,Graduation,Married,33133.19,1,2,2013-05-11,268,221.36,88.53,227.22,173.2,40.25,170.7,5,8,5,12,21,1,0,0,0,0,0,0
726,1996,Master,Single,66747.66,2,2,2018-02-24,269,1447.88,69.74,236.17,177.31,49.94,299.87,7,4,6,10,14,1,0,0,0,1,0,0
727,1995,Graduation,Absurd,34310.76,2,0,2016-07-05,34,345.24,63.69,533.4,61.11,32.64,451.22,4,5,0,14,21,0,0,0,0,0,1,0
728,1989,Graduation,Widow,50824.45,1,0,2017-03-03,200,1619.43,88.18,200.56,89.35,41.81,232.72,9,3,5,10,7,0,0,0,0,0,1,0
729,1960,Master,Married,112708.1,0,2,2018-10-03,78,2037.69,95.71,188.53,248.63,60.87,93.53,5,7,0,19,12,0,0,0,0,1,0,0
730,1952,Master,Widow,127736.43,0,0,2019-07-21,241,1069.65,40.41,220.8,79.64,68.2,406.59,4,10,1,17,13,0,0,0,0,1,0,0
731,1999,2n Cycle,Together,42815.16,0,1,2019-02-12,207,338.42,51.8,79.38,133.53,46.39,71.08,3,8,1,14,21,1,0,0,0,0,0,0
732,1944,Master,Single,112918.41,1,1,2016-08-16,154,536.06,117.23,133.15,135.8,42.33,334.84,1,7,2,14,22,0,1,0,0,0,0,0
733,1965,Master,Single,117550.37,0,2,2013-05-07,262,1332.55,56.85,300.53,120.52,29.74,300.16,5,13,3,12,18,0,0,0,1,0,0,0
734,1962,Graduation,Married,94559.98,1,0,2014-09-12,75,668.33,51.57,524.0,228.47,48.35,280.11,8,11,2,19,14,1,0,0,1,0,0,0
735,1978,Graduation,Divorced,57762.63,1,0,2013-08-16,291,1329.84,41.84,289.04,98.37,89.49,585.61,6,6,6,12,19,0,0,0,1,1,0,0
736,1947,Basic,Married,39542.35,0,2,2014-12-27,313,467.83,67.06,224.8,84.89,61.67,483.96,5,9,3,15,18,0,0,0,0,0,0,0
737,1993,Basic,Single,39816.62,1,0,2012-11-10,336,925.75,46.26,127.95,181.27,57.43,0.0,6,11,4,7,11,0,0,0,1,0,0,0
738,1964,Graduation,Single,73683.27,2,0,2014-10-25,282,1359.79,15.16,181.38,226.51,69.35,598.68,6,8,2,14,17,0,0,0,0,0,1,0
739,1944,Graduation,Married,75456.86,0,0,2018-02-19,155,1984.86,159.96,339.87,43.88,46.28,399.86,2,12,4,16,18,0,1,0,1,0,0,0
740,1955,Master,Married,130400.02,2,1,2019-06-25,259,1717.04,106.13,251.21,129.8,32.03,358.51,7,6,1,12,16,0,0,0,1,0,0,0
741,1995,Graduation,Married,47180.28,0,1,2013-05-01,334,1381.09,46.96,284.84,333.33,32.37,929.19,6,7,1,13,12,0,0,0,0,0,1,0
742,1950,Graduation,Married,65286.58,1,0,2013-07-24,107,1391.0,65.45,256.48,107.95,23.5,1106.37,4,7,3,18,10,1,0,0,0,0,0,0
743,1984,2n Cycle,Single,55028.51,1,0,2015-10-20,89,2086.41,96.79,235.71,115.59,36.2,698.84,9,19,3,12,18,0,0,0,1,0,0,0
744,1999,Master,Married,57923.28,0,2,2014-10-07,22,1905.06,38.28,419.28,157.17,37.13,627.85,3,6,3,8,11,0,0,0,0,0,0,0
745,1985,Graduation,Alone,59116.25,0,2,2018-05-18,254,1397.52,61.58,402.73,58.71,30.31,530.17,7,9,5,21,13,0,0,0,0,0,0,0
746,1960,Graduation,Married,66782.83,1,0,2014-12-05,150,1404.8,98.61,380.1,174.71,101.97,66.19,6,7,2,7,15,0,0,0,1,0,0,0
747,1966,Basic,Together,32077.08,0,2,2012-09-18,202,490.2,58.2,348.08,190.63,62.96,1176.35,0,12,4,6,10,0,0,0,0,1,0,0
748,1955,Master,Married,75518.55,1,1,2019-11-16,176,754.92,43.87,173.67,137.15,111.78,264.33,6,7,2,7,19,0,0,0,1,0,0,0
749,1965,Graduation,Married,61617.31,2,2,2016-03-17,263,613.71,107.01,143.19,131.7,56.9,281.1,3,7,1,9,17,0,0,0,1,1,0,0
750,1969,Graduation,Divorced,66799.68,1,1,2019-12-23,278,635.07,71.6,313.04,33.74,50.03,242.45,3,6,2,10,11,0,0,0,0,0,1,0
751,1994,Graduation,Divorced,52290.46,0,2,2018-05-06,6,2112.22,45.18,304.28,124.24,28.13,194.26,3,3,1,13,19,0,0,0,0,0,0,1
752,1942,Graduation,Single,67239.79,2,0,2015-02-16,104,1663.69,134.08,132.21,111.07,48.3,394.57,4,8,6,6,16,0,0,1,0,0,0,0
753,1979,2n Cycle,Divorced,21903.77,2,0,2015-07-03,86,267.9,102.05,226.36,67.31,88.79,353.47,9,4,4,16,16,0,0,0,1,0,0,1
754,1953,Graduation,Widow,95629.7,1,0,2015-10-12,12,1200.48,57.57,234.98,142.52,43.13,272.55,4,13,5,15,18,0,0,1,1,1,1,0
755,1993,PhD,Married,78743.58,0,1,2016-02-03,18,1640.77,114.11,335.42,68.27,33.16,790.41,7,8,4,10,16,0,0,0,0,0,0,0
756,1945,Graduation,Alone,73316.23,0,2,2014-09-23,284,1343.26,103.26,224.19,96.41,72.82,398.07,8,7,3,14,18,0,0,1,0,0,0,1
757,1962,2n Cycle,Married,34818.06,0,1,2017-09-20,363,482.84,131.56,150.31,194.96,18.89,295.34,9,8,3,12,21,1,0,0,0,0,0,0
758,1973,Master,Widow,90009.92,0,0,2012-03-19,116,837.19,34.77,336.12,23.56,69.37,496.95,4,8,4,11,13,0,0,0,0,1,0,0
759,1988,Graduation,Married,46252.46,2,0,2013-07-06,295,1021.44,75.4,411.9,98.2,90.01,365.19,5,9,2,9,14,0,0,0,0,0,0,0
760,1944,Graduation,Widow,66799.92,1,0,2017-03-24,10,2529.55,33.41,292.56,131.62,19.42,454.13,4,12,2,16,15,0,0,0,1,0,0,0
761,1986,Master,Married,61961.27,1,1,2019-10-06,222,1952.17,56.72,141.24,96.14,61.01,257.85,6,9,1,7,15,0,0,0,0,0,0,0
762,1999,Master,Divorced,78892.0,2,0,2015-01-28,84,1654.69,83.3,215.23,60.07,69.94,562.62,9,12,3,9,14,0,0,0,0,0,0,0
763,1996,2n Cycle,Absurd,26233.89,2,2,2019-08-19,293,723.64,89.13,316.61,218.63,57.26,0.0,2,9,0,18,22,1,0,0,0,0,0,0
764,1969,Graduation,Married,83982.51,0,1,2017-09-01,123,796.94,109.84,121.7,371.79,71.67,532.57,9,7,3,10,15,0,0,0,0,0,0,0
765,1968,Basic,Married,57501.5,2,0,2014-11-20,310,1723.44,107.8,444.96,98.98,73.87,338.62,5,11,1,14,13,0,0,0,1,0,0,0
766,1980,Graduation,Divorced,70670.27,2,1,2014-02-16,45,1666.13,64.04,495.32,35.89,43.57,523.19,5,5,3,20,16,0,0,0,0,1,0,0
767,1998,Basic,Married,43558.11,2,2,2014-01-26,151,492.98,65.02,191.18,287.02,65.52,141.53,3,10,6,8,22,0,0,0,0,0,0,0
768,1953,PhD,Single,117566.05,0,2,2013-05-13,214,454.8,58.22,224.77,97.22,47.48,259.32,6,9,1,13,23,0,0,0,0,1,1,0
769,1948,Graduation,Together,93994.17,0,0,2013-06-10,97,530.05,51.54,135.57,84.54,65.96,384.62,3,8,3,8,15,0,1,0,0,0,0,1
770,1953,PhD,Married,135686.93,0,0,2016-04-05,101,815.33,74.59,74.98,138.48,70.28,574.47,8,11,3,20,19,1,0,0,0,0,0,0
771,1951,Master,Together,95783.76,1,1,2012-03-02,260,1551.89,72.5,262.3,202.15,52.24,325.39,8,10,1,10,12,0,0,0,0,0,0,0
772,1992,Graduation,Married,40947.52,0,0,2019-02-22,71,1077.31,105.4,454.36,31.14,22.2,944.02,6,3,3,20,17,0,1,0,0,0,0,0
773,1964,Graduation,Single,50821.32,1,0,2012-10-25,277,1825.88,72.63,223.37,198.69,45.75,106.83,4,10,1,17,18,0,0,1,0,0,0,0
774,1948,Master,Absurd,88150.35,0,1,2015-08-07,191,899.93,120.9,129.71,94.86,69.78,429.4,1,8,2,11,6,0,0,0,0,0,0,0
775,1982,Master,Married,119118.06,2,2,2014-10-18,205,1660.86,212.33,514.12,136.74,47.22,312.76,5,6,2,15,20,0,0,0,0,0,0,0
776,1962,Basic,Married,48060.75,1,1,2015-01-26,311,526.31,86.77,182.59,108.27,69.85,521.32,7,9,1,16,20,0,0,0,0,0,0,0
777,1983,PhD,Together,119566.17,1,0,2014-02-27,269,2454.64,112.31,560.08,108.49,48.98,581.72,5,10,3,12,9,0,0,0,0,0,0,0
778,1953,Graduation,Alone,75243.34,1,1,2019-07-21,245,896.73,142.59,247.45,151.6,73.5,332.66,5,6,3,12,17,0,0,0,0,0,0,0
779,1957,2n Cycle,Together,42248.31,1,0,2013-05-16,237,929.13,56.77,240.6,56.34,59.13,362.14,3,5,5,12,16,0,0,0,0,1,0,0
780,1952,2n Cycle,Married,58430.1,1,0,2017-05-10,143,910.05,119.01,252.05,222.41,57.01,506.8,4,6,2,17,14,0,0,0,0,0,0,0
781,1964,Basic,Married,27539.78,1,2,2019-06-20,58,216.63,99.25,344.32,61.54,41.43,342.06,5,7,3,8,10,0,0,1,0,0,0,0
782,1942,Basic,Married,68809.67,2,2,2019-02-21,186,476.03,80.85,322.63,116.77,64.6,190.41,4,11,0,8,14,0,0,0,0,0,0,0
783,1944,Graduation,Married,70765.03,2,1,2015-02-01,180,1559.29,59.67,319.59,34.5,60.23,223.18,3,12,1,16,12,0,0,0,0,0,0,0
784,1982,Graduation,Married,52339.72,1,2,2016-11-06,167,1559.76,122.47,321.71,74.94,41.33,0.0,8,8,4,17,18,0,0,0,0,0,0,0
785,1964,Graduation,Alone,55116.16,0,2,2013-10-28,310,1357.51,43.63,312.9,205.94,37.73,1328.65,6,9,3,10,16,0,0,0,0,0,1,0
786,1982,Basic,Single,52454.06,1,1,2016-05-18,38,808.73,49.29,392.39,88.08,22.67,127.16,4,6,2,10,12,0,0,0,0,0,0,0
787,1956,Master,Married,111790.78,0,1,2012-03-09,115,1038.63,86.21,133.39,299.89,56.02,482.94,6,11,3,14,11,0,0,0,0,0,0,0
788,1989,Graduation,Single,55250.83,1,1,2012-10-18,12,788.96,103.21,203.18,155.12,45.3,175.04,8,6,2,12,13,0,0,0,1,0,0,0
